symbol,exchange,tickSz,tickBps,avgPx,avgVol,avgNtl,volatility,dailyRange,tickRange,startDate,endDate
QRVO,NASDAQ,0.01,1.35,73.8795,1152250,85127654,1.284,1.6477,165,1/7/2019,1/11/2019
QTEC,NASDAQ,0.01,1.14,87.8192,179027,15722008,1.2161,1.2353,124,1/7/2019,1/11/2019
QTNT,NASDAQ,0.01,10.91,9.1631,313652,2874025,0.2969,0.4376,44,1/7/2019,1/11/2019
QTRX,NASDAQ,0.01,3.84,26.0297,202448,5269661,0.9451,1.4921,149,1/7/2019,1/11/2019
QTT,NASDAQ,0.01,24.72,4.0447,2043579,8265664,0.1919,0.2691,27,1/7/2019,1/11/2019
QUIK,NASDAQ,0.01,17.07,5.8572,377786,2212768,0.2826,0.4835,48,1/7/2019,1/11/2019
QUMU,NASDAQ,0.01,29.79,3.3564,24586,82520,0.1534,0.2228,22,1/7/2019,1/11/2019
QURE,NASDAQ,0.01,1.86,53.7694,566119,30439879,1.8274,2.6817,268,1/7/2019,1/11/2019
QYLD,NASDAQ,0.01,4.37,22.879,289100,6614319,0.1953,0.1813,18,1/7/2019,1/11/2019
RADA,NASDAQ,0.01,22.36,4.4727,221264,989647,0.1784,0.2153,22,1/7/2019,1/11/2019
RAIL,NASDAQ,0.01,20.74,4.8224,71917,346813,0.1771,0.2277,23,1/7/2019,1/11/2019
RAND,NASDAQ,0.01,4.27,23.3948,972,22740,0.7043,0.6373,64,1/7/2019,1/11/2019
RAPT,NASDAQ,0.01,7.69,13,246700,3207100,,1.15,115,1/7/2019,1/11/2019
RARE,NASDAQ,0.01,1.96,50.9745,522037,26610575,1.6638,2.315,232,1/7/2019,1/11/2019
RAVE,NASDAQ,0.01,37.95,2.6353,44584,117492,0.1091,0.1988,20,1/7/2019,1/11/2019
RAVN,NASDAQ,0.01,2.99,33.4263,99953,3341059,0.7005,0.9276,93,1/7/2019,1/11/2019
RBB,NASDAQ,0.01,5.18,19.3183,47978,926853,0.3297,0.4378,44,1/7/2019,1/11/2019
RBBN,NASDAQ,0.01,18.86,5.3035,244400,1296175,0.1565,0.1481,15,1/7/2019,1/11/2019
RBCAA,NASDAQ,0.01,2.23,44.9012,20372,914727,0.8657,1.2994,130,1/7/2019,1/11/2019
RBCN,NASDAQ,0.01,11.22,8.916,4562,40675,0.1779,0.1883,19,1/7/2019,1/11/2019
RBKB,NASDAQ,0.01,9.35,10.6961,3920,41929,0.1113,0.0988,10,1/7/2019,1/11/2019
RBNC,NASDAQ,0.01,4.3,23.2585,10658,247889,0.5168,0.8149,81,1/7/2019,1/11/2019
RCEL,NASDAQ,0.01,2.96,33.7605,32981,1113455,1.3639,1.5081,151,1/7/2019,1/11/2019
RCII,NASDAQ,0.01,3.81,26.2201,762410,19990466,0.5211,0.8148,81,1/7/2019,1/11/2019
RCKT,NASDAQ,0.01,8.02,12.4655,291945,3639240,0.4137,0.7049,70,1/7/2019,1/11/2019
RCKY,NASDAQ,0.01,3.32,30.1497,38058,1147437,0.748,0.9757,98,1/7/2019,1/11/2019
RCM,NASDAQ,0.01,8.89,11.2481,924320,10396844,0.2377,0.388,39,1/7/2019,1/11/2019
RCMT,NASDAQ,0.01,31.93,3.1322,13586,42554,0.0842,0.1059,11,1/7/2019,1/11/2019
RCON,NASDAQ,0.01,27.78,3.5994,26024,93671,0.1371,0.2547,25,1/7/2019,1/11/2019
RDCM,NASDAQ,0.01,11.31,8.8451,15380,136038,0.256,0.3853,39,1/7/2019,1/11/2019
RDFN,NASDAQ,0.01,5.73,17.457,901457,15736735,0.5069,0.7083,71,1/7/2019,1/11/2019
RDHL,NASDAQ,0.01,14.11,7.0848,96962,686956,0.2542,0.3447,34,1/7/2019,1/11/2019
RDI,NASDAQ,0.01,8.08,12.3715,34657,428759,0.1949,0.3353,34,1/7/2019,1/11/2019
RDIB,NASDAQ,0.01,4.28,23.3575,157,3667,0.5946,0.1091,11,1/7/2019,1/11/2019
RDNT,NASDAQ,0.01,6.84,14.6238,201156,2941665,0.2452,0.4269,43,1/7/2019,1/11/2019
RDUS,NASDAQ,0.01,4,25.0105,525824,13151121,0.6936,1.1269,113,1/7/2019,1/11/2019
RDVT,NASDAQ,0.01,7.33,13.6362,42567,580452,0.4689,0.7931,79,1/7/2019,1/11/2019
RDVY,NASDAQ,0.01,3.18,31.4933,143023,4504266,0.3647,0.3605,36,1/7/2019,1/11/2019
RDWR,NASDAQ,0.01,4.09,24.4715,130252,3187462,0.2867,0.4571,46,1/7/2019,1/11/2019
REAL,NASDAQ,0.01,4.91,20.3759,1474645,30047219,1.0935,1.4606,146,1/7/2019,1/11/2019
REDU,NASDAQ,0.01,12.16,8.2264,26331,216609,0.3622,0.4143,41,1/7/2019,1/11/2019
REED,NASDAQ,0.01,49.79,2.0083,249306,500681,0.1186,0.1334,13,1/7/2019,1/11/2019
REFR,NASDAQ,0.01,27.46,3.6422,244115,889116,0.1817,0.2995,30,1/7/2019,1/11/2019
REG,NASDAQ,0.01,1.49,67.1303,842792,56576880,0.6798,1.0877,109,1/7/2019,1/11/2019
REGI,NASDAQ,0.01,7.04,14.2135,748223,10634868,0.4059,0.6285,63,1/7/2019,1/11/2019
REGN,NASDAQ,0.01,0.34,296.0248,700092,207244594,5.0552,8.0643,806,1/7/2019,1/11/2019
REKR,NASDAQ,0.01,35.76,2.7961,491970,1375597,0.2442,0.3248,32,1/7/2019,1/11/2019
RELL,NASDAQ,0.01,17.51,5.7101,15565,88878,0.0837,0.1371,14,1/7/2019,1/11/2019
RELV,NASDAQ,0.01,23.13,4.3234,3043,13156,0.1092,0.1156,12,1/7/2019,1/11/2019
REPH,NASDAQ,0.01,9.9,10.1036,188955,1909126,0.3166,0.4327,43,1/7/2019,1/11/2019
REPL,NASDAQ,0.01,7.87,12.7049,41737,530264,0.5899,1.0036,100,1/7/2019,1/11/2019
RESN,NASDAQ,0.01,37.44,2.6708,174581,466271,0.1245,0.2072,21,1/7/2019,1/11/2019
RETA,NASDAQ,0.01,1,99.8883,358586,35818546,7.0661,5.2956,530,1/7/2019,1/11/2019
RETO,NASDAQ,0.01,90.21,1.1085,5306,5882,0.0804,0.0693,7,1/7/2019,1/11/2019
REXN,NASDAQ,0.01,33.01,3.0291,32126,97313,0.2732,0.2181,22,1/7/2019,1/11/2019
RFAP,NASDAQ,0.01,2,49.9813,3415,170686,0.4106,0.1328,13,1/7/2019,1/11/2019
RFDI,NASDAQ,0.01,1.8,55.5888,30897,1717527,0.4268,0.3026,30,1/7/2019,1/11/2019
RFEM,NASDAQ,0.01,1.69,59.2025,7902,467818,0.6083,0.3414,34,1/7/2019,1/11/2019
RFEU,NASDAQ,0.01,1.74,57.6094,4124,237581,0.5038,0.2161,22,1/7/2019,1/11/2019
RFIL,NASDAQ,0.01,13.47,7.4231,23731,176158,0.1577,0.3386,34,1/7/2019,1/11/2019
RGCO,NASDAQ,0.01,3.49,28.6579,6883,197252,0.5226,0.7621,76,1/7/2019,1/11/2019
RGEN,NASDAQ,0.01,1.18,84.8186,636221,53963375,2.0266,2.7143,271,1/7/2019,1/11/2019
RGLD,NASDAQ,0.01,0.82,122.1938,589164,71992188,2.5796,3.5129,351,1/7/2019,1/11/2019
RGLS,NASDAQ,0.0001,1.29,0.7724,120238,92872,0.0533,0.0706,706,1/7/2019,1/11/2019
RGNX,NASDAQ,0.01,2.52,39.7034,562381,22328438,1.5557,2.3447,234,1/7/2019,1/11/2019
RGP,NASDAQ,0.01,7.02,14.2425,220190,3136056,0.1592,0.3245,32,1/7/2019,1/11/2019
RIBT,NASDAQ,0.01,36.78,2.7185,66644,181172,0.0879,0.1173,12,1/7/2019,1/11/2019
RICK,NASDAQ,0.01,5.64,17.7336,76462,1355947,0.57,0.795,80,1/7/2019,1/11/2019
RIGL,NASDAQ,0.01,50.3,1.988,1325877,2635843,0.0725,0.109,11,1/7/2019,1/11/2019
RILY,NASDAQ,0.01,4.59,21.792,49781,1084828,0.5923,0.7148,71,1/7/2019,1/11/2019
RILYG,NASDAQ,0.01,3.93,25.4309,10402,264532,0.0719,0.0802,8,1/7/2019,1/11/2019
RILYH,NASDAQ,0.01,3.81,26.2417,9821,257720,0.1038,0.1708,17,1/7/2019,1/11/2019
RILYI,NASDAQ,0.01,3.85,25.9662,5145,133596,0.1339,0.1342,13,1/7/2019,1/11/2019
RILYN,NASDAQ,0.01,3.97,25.1602,60093,1511952,0.075,0.1253,13,1/7/2019,1/11/2019
RILYO,NASDAQ,0.01,3.9,25.632,32769,839935,0.1507,0.1546,15,1/7/2019,1/11/2019
RILYP,NASDAQ,0.01,4.03,24.8288,78135,1939998,0.0456,0.1167,12,1/7/2019,1/11/2019
RILYZ,NASDAQ,0.01,3.9,25.6098,12119,310365,0.0851,0.096,10,1/7/2019,1/11/2019
RING,NASDAQ,0.01,4.48,22.3202,288387,6436856,0.4598,0.5697,57,1/7/2019,1/11/2019
RIOT,NASDAQ,0.01,50.7,1.9725,939849,1853852,0.0751,0.1479,15,1/7/2019,1/11/2019
RIVE,NASDAQ,0.01,9.25,10.8133,12353,133577,0.2415,0.2593,26,1/7/2019,1/11/2019
RKDA,NASDAQ,0.01,20.74,4.822,2510179,12104083,0.6906,0.5603,56,1/7/2019,1/11/2019
RLMD,NASDAQ,0.01,8.53,11.7291,61936,726454,2.1456,1.3103,131,1/7/2019,1/11/2019
RMBI,NASDAQ,0.01,7.42,13.4753,154102,2076571,0.1281,0.2082,21,1/7/2019,1/11/2019
RMBL,NASDAQ,0.01,0.07,1415.5116,114,161368,59.9187,94.1674,9417,1/7/2019,1/11/2019
RMBS,NASDAQ,0.01,7.84,12.7486,573426,7310379,0.228,0.3481,35,1/7/2019,1/11/2019
RMCF,NASDAQ,0.01,11.07,9.0373,7798,70473,0.0869,0.1464,15,1/7/2019,1/11/2019
RMNI,NASDAQ,0.01,21.52,4.647,73273,340500,0.0853,0.1868,19,1/7/2019,1/11/2019
RMR,NASDAQ,0.01,2.14,46.7005,124637,5820610,0.7468,1.3457,135,1/7/2019,1/11/2019
RMTI,NASDAQ,0.01,37.06,2.6983,303584,819161,0.117,0.1815,18,1/7/2019,1/11/2019
RNDB,NASDAQ,0.01,6.72,14.8828,8874,132070,0.0892,0.1184,12,1/7/2019,1/11/2019
RNDM,NASDAQ,0.01,2,49.9484,2286,114182,0.3059,0.1573,16,1/7/2019,1/11/2019
RNDV,NASDAQ,0.01,4.56,21.9286,771,16907,0.2435,0.0497,5,1/7/2019,1/11/2019
RNEM,NASDAQ,0.01,2,50.0844,864,43273,0.4267,0.1724,17,1/7/2019,1/11/2019
RNET,NASDAQ,0.01,12.75,7.8453,41199,323219,0.3176,0.5453,55,1/7/2019,1/11/2019
RNLC,NASDAQ,0.01,4.35,22.9921,5443,125146,0.195,0.0969,10,1/7/2019,1/11/2019
RNMC,NASDAQ,0.01,4.56,21.9438,3226,70791,0.2177,0.121,12,1/7/2019,1/11/2019
RNSC,NASDAQ,0.01,4.85,20.6074,1792,36928,0.2301,0.1177,12,1/7/2019,1/11/2019
RNST,NASDAQ,0.01,2.91,34.4102,211707,7284880,0.5639,0.8176,82,1/7/2019,1/11/2019
RNWK,NASDAQ,0.01,62.59,1.5978,55340,88422,0.0647,0.1056,11,1/7/2019,1/11/2019
ROAD,NASDAQ,0.01,6.52,15.333,222024,3404294,0.4285,0.6625,66,1/7/2019,1/11/2019
ROBT,NASDAQ,0.01,3.12,32.088,12988,416759,0.3464,0.3045,30,1/7/2019,1/11/2019
ROCK,NASDAQ,0.01,2.32,43.128,218843,9438261,0.9054,1.013,101,1/7/2019,1/11/2019
ROIC,NASDAQ,0.01,5.53,18.0891,1058590,19148940,0.1576,0.2931,29,1/7/2019,1/11/2019
ROKU,NASDAQ,0.01,0.81,123.5619,15595313,1926986505,6.2478,6.8288,683,1/7/2019,1/11/2019
ROLL,NASDAQ,0.01,0.62,160.9974,89584,14422791,2.6397,3.9305,393,1/7/2019,1/11/2019
ROSE,NASDAQ,0.01,48.34,2.0685,49748,102904,0.1107,0.1673,17,1/7/2019,1/11/2019
ROSEU,NASDAQ,0.01,40.92,2.444,67,164,0.1389,0.008,1,1/7/2019,1/11/2019
ROST,NASDAQ,0.01,0.94,106.8357,1855498,198233428,1.5569,2.0414,204,1/7/2019,1/11/2019
RP,NASDAQ,0.01,1.61,62.2915,520172,32402294,0.9808,1.4879,149,1/7/2019,1/11/2019
RPAY,NASDAQ,0.01,7.95,12.581,427769,5381762,0.3158,0.4683,47,1/7/2019,1/11/2019
RPD,NASDAQ,0.01,1.85,54.0003,539674,29142558,1.3234,1.9322,193,1/7/2019,1/11/2019
RRBI,NASDAQ,0.01,2.22,45.0575,4140,186538,0.4324,0.4099,41,1/7/2019,1/11/2019
RRGB,NASDAQ,0.01,3.07,32.5819,289063,9418222,0.8389,1.1923,119,1/7/2019,1/11/2019
RRR,NASDAQ,0.01,4.8,20.8254,754515,15713077,0.4865,0.719,72,1/7/2019,1/11/2019
RSSS,NASDAQ,0.01,39.24,2.5484,4755,12118,0.0969,0.1958,20,1/7/2019,1/11/2019
RTH,NASDAQ,0.01,0.89,112.9757,9631,1088069,1.0536,0.9607,96,1/7/2019,1/11/2019
RTIX,NASDAQ,0.01,30.14,3.3173,130059,431445,0.1102,0.1583,16,1/7/2019,1/11/2019
RTLR,NASDAQ,0.01,5.62,17.7994,244176,4346186,0.3302,0.7547,75,1/7/2019,1/11/2019
RTRX,NASDAQ,0.01,6.62,15.1122,617372,9329849,0.624,0.6535,65,1/7/2019,1/11/2019
RUBY,NASDAQ,0.01,9.23,10.8377,242077,2623558,0.4146,0.7304,73,1/7/2019,1/11/2019
RUHN,NASDAQ,0.01,20.39,4.9047,459115,2251821,0.316,0.4027,40,1/7/2019,1/11/2019
RUN,NASDAQ,0.01,5.84,17.1284,1757651,30105749,0.5542,0.7698,77,1/7/2019,1/11/2019
RUSHA,NASDAQ,0.01,2.63,38.0912,187276,7133568,0.7574,1.0179,102,1/7/2019,1/11/2019
RUSHB,NASDAQ,0.01,2.53,39.5935,8662,342959,0.8211,0.821,82,1/7/2019,1/11/2019
RUTH,NASDAQ,0.01,4.87,20.5307,246981,5070693,0.3351,0.4874,49,1/7/2019,1/11/2019
RVNC,NASDAQ,0.01,7.87,12.7069,375152,4767019,0.4348,0.6252,63,1/7/2019,1/11/2019
RVSB,NASDAQ,0.01,13.12,7.6216,42909,327035,0.1663,0.2293,23,1/7/2019,1/11/2019
RWLK,NASDAQ,0.01,29.54,3.3857,154473,522999,0.1222,0.2183,22,1/7/2019,1/11/2019
RYAAY,NASDAQ,0.01,1.55,64.4617,523933,33773612,1.0615,1.1814,118,1/7/2019,1/11/2019
RYTM,NASDAQ,0.01,4.67,21.392,265322,5675768,0.7582,1.1132,111,1/7/2019,1/11/2019
SABR,NASDAQ,0.01,4.34,23.0185,1613635,37143457,0.3186,0.5094,51,1/7/2019,1/11/2019
SAFM,NASDAQ,0.01,0.7,143.1624,346853,49656308,3.4802,4.3636,436,1/7/2019,1/11/2019
SAFT,NASDAQ,0.01,1.02,98.1517,47707,4682523,1.2851,1.923,192,1/7/2019,1/11/2019
SAGE,NASDAQ,0.01,0.63,159.886,377947,60428434,3.8203,5.76,576,1/7/2019,1/11/2019
SAIA,NASDAQ,0.01,1.19,83.9362,272456,22868921,2.1756,2.6645,266,1/7/2019,1/11/2019
SAL,NASDAQ,0.01,2.61,38.333,2141,82071,0.6622,0.6434,64,1/7/2019,1/11/2019
SALM,NASDAQ,0.01,56.34,1.7749,72137,128036,0.0592,0.0873,9,1/7/2019,1/11/2019
SAMA,NASDAQ,0.01,10.02,9.9826,39848,397787,0.0164,0.0085,1,1/7/2019,1/11/2019
SAMAU,NASDAQ,0.01,9.72,10.2881,4041,41574,0.0157,0.0056,1,1/7/2019,1/11/2019
SAMG,NASDAQ,0.01,7.58,13.1894,14673,193528,0.2585,0.4301,43,1/7/2019,1/11/2019
SANM,NASDAQ,0.01,3.25,30.764,369045,11353300,0.5922,0.8916,89,1/7/2019,1/11/2019
SANW,NASDAQ,0.01,39.14,2.5551,18569,47446,0.0901,0.1521,15,1/7/2019,1/11/2019
SASR,NASDAQ,0.01,2.9,34.4349,141812,4883282,0.522,0.6442,64,1/7/2019,1/11/2019
SATS,NASDAQ,0.01,2.74,36.5406,440924,16111628,0.6118,0.8485,85,1/7/2019,1/11/2019
SAVA,NASDAQ,0.01,78.49,1.2741,253252,322668,0.0544,0.0871,9,1/7/2019,1/11/2019
SBAC,NASDAQ,0.01,0.41,245.8141,627258,154188861,3.6881,5.2137,521,1/7/2019,1/11/2019
SBBP,NASDAQ,0.01,39.65,2.522,167660,422839,0.0873,0.1518,15,1/7/2019,1/11/2019
SBBX,NASDAQ,0.01,4.43,22.5701,19035,429622,0.2955,0.4415,44,1/7/2019,1/11/2019
SBCF,NASDAQ,0.01,3.95,25.3113,200117,5065221,0.4614,0.655,66,1/7/2019,1/11/2019
SBFG,NASDAQ,0.01,6.1,16.386,8877,145459,0.145,0.1762,18,1/7/2019,1/11/2019
SBGI,NASDAQ,0.01,2.15,46.4299,924413,42920403,1.1368,1.5456,155,1/7/2019,1/11/2019
SBLK,NASDAQ,0.01,9.63,10.3798,630722,6546768,0.3067,0.4455,45,1/7/2019,1/11/2019
SBLKZ,NASDAQ,0.01,3.87,25.8129,2448,63190,0.1672,0.1089,11,1/7/2019,1/11/2019
SBNY,NASDAQ,0.01,0.83,120.591,374933,45213545,1.6692,2.768,277,1/7/2019,1/11/2019
SBPH,NASDAQ,0.01,25.97,3.8507,41829,161071,0.1852,0.2939,29,1/7/2019,1/11/2019
SBRA,NASDAQ,0.01,4.57,21.8609,1338035,29250649,0.2772,0.4344,43,1/7/2019,1/11/2019
SBSI,NASDAQ,0.01,2.98,33.5421,92513,3103080,0.4526,0.6276,63,1/7/2019,1/11/2019
SBT,NASDAQ,0.01,10.23,9.7772,52069,509089,0.1426,0.2708,27,1/7/2019,1/11/2019
SBUX,NASDAQ,0.01,1.1,90.7678,6657607,604296341,1.3801,1.5924,159,1/7/2019,1/11/2019
SCHL,NASDAQ,0.01,2.8,35.7634,172217,6159065,0.6373,0.7944,79,1/7/2019,1/11/2019
SCHN,NASDAQ,0.01,4.32,23.125,205088,4742660,0.6036,0.7576,76,1/7/2019,1/11/2019
SCKT,NASDAQ,0.01,43.01,2.3252,11676,27149,0.0726,0.1049,10,1/7/2019,1/11/2019
SCON,NASDAQ,0.0001,1.52,0.6587,1379428,908629,0.0531,0.0872,872,1/7/2019,1/11/2019
SCOR,NASDAQ,0.01,37.94,2.6358,848859,2237423,0.1859,0.2584,26,1/7/2019,1/11/2019
SCPH,NASDAQ,0.01,17.7,5.6483,55808,315220,0.3168,0.5284,53,1/7/2019,1/11/2019
SCPL,NASDAQ,0.01,9.54,10.4857,365586,3833425,0.3706,0.5504,55,1/7/2019,1/11/2019
SCSC,NASDAQ,0.01,3.23,30.9371,123974,3835396,0.5776,0.8623,86,1/7/2019,1/11/2019
SCVL,NASDAQ,0.01,3.42,29.2057,271742,7936415,0.8284,1.0995,110,1/7/2019,1/11/2019
SCWX,NASDAQ,0.01,8.06,12.3999,146397,1815308,0.4032,0.654,65,1/7/2019,1/11/2019
SCYX,NASDAQ,0.01,8.89,11.243,24099,270945,0.2976,0.5403,54,1/7/2019,1/11/2019
SCZ,NASDAQ,0.01,1.76,56.9295,765324,43569513,0.4378,0.3493,35,1/7/2019,1/11/2019
SDC,NASDAQ,0.01,7.56,13.2218,8203339,108462908,0.8865,1.2609,126,1/7/2019,1/11/2019
SDG,NASDAQ,0.01,1.72,58.1509,5709,331983,0.4424,0.3814,38,1/7/2019,1/11/2019
SDVY,NASDAQ,0.01,4.96,20.1611,3310,66733,0.497,0.1428,14,1/7/2019,1/11/2019
SEAC,NASDAQ,0.01,42.11,2.3749,285971,679153,0.1085,0.1631,16,1/7/2019,1/11/2019
SECO,NASDAQ,0.01,14.2,7.0418,42449,298917,0.1869,0.3114,31,1/7/2019,1/11/2019
SEDG,NASDAQ,0.01,1.28,78.0166,1139338,88887277,3.0546,3.48,348,1/7/2019,1/11/2019
SEED,NASDAQ,0.01,17.01,5.8772,11945,70203,0.1801,0.2855,29,1/7/2019,1/11/2019
SEEL,NASDAQ,0.01,72.21,1.3848,351169,486299,0.066,0.0988,10,1/7/2019,1/11/2019
SEIC,NASDAQ,0.01,1.72,58.051,474971,27572542,0.7836,1.0884,109,1/7/2019,1/11/2019
SELB,NASDAQ,0.01,58.65,1.7049,144335,246077,0.0779,0.1216,12,1/7/2019,1/11/2019
SELF,NASDAQ,0.01,22.71,4.4042,24147,106348,0.0807,0.1171,12,1/7/2019,1/11/2019
SENEA,NASDAQ,0.01,3.33,30.0029,15367,461055,0.7924,0.9409,94,1/7/2019,1/11/2019
SENEB,NASDAQ,0.01,3.33,29.9929,241,7228,0.7807,0.2066,21,1/7/2019,1/11/2019
SESN,NASDAQ,0.01,84.53,1.183,1190230,1408042,0.051,0.0682,7,1/7/2019,1/11/2019
SFBC,NASDAQ,0.01,2.84,35.231,1695,59717,0.4724,0.302,30,1/7/2019,1/11/2019
SFBS,NASDAQ,0.01,3.07,32.5934,109429,3566663,0.5699,0.7578,76,1/7/2019,1/11/2019
SFET,NASDAQ,0.01,5.13,19.4776,193430,3767552,0.9256,2.2238,222,1/7/2019,1/11/2019
SFIX,NASDAQ,0.01,4.4,22.7389,2898393,65906269,0.7497,1.174,117,1/7/2019,1/11/2019
SFM,NASDAQ,0.01,5.43,18.4188,1527514,28134975,0.3353,0.4407,44,1/7/2019,1/11/2019
SFNC,NASDAQ,0.01,4.1,24.3794,442336,10783886,0.4349,0.6209,62,1/7/2019,1/11/2019
SFST,NASDAQ,0.01,2.56,39.0366,15756,615061,0.6464,0.897,90,1/7/2019,1/11/2019
SG,NASDAQ,0.01,10.6,9.4306,9049,85337,0.3,0.3629,36,1/7/2019,1/11/2019
SGA,NASDAQ,0.01,3.34,29.9724,9007,269961,0.4527,0.7012,70,1/7/2019,1/11/2019
SGBX,NASDAQ,0.01,8.22,12.1719,113943,1386903,1.191,1.8081,181,1/7/2019,1/11/2019
SGC,NASDAQ,0.01,6.43,15.543,19309,300120,0.4098,0.5705,57,1/7/2019,1/11/2019
SGEN,NASDAQ,0.01,1.28,78.1547,1084788,84781281,2.6285,2.6314,263,1/7/2019,1/11/2019
SGH,NASDAQ,0.01,3.47,28.8536,358155,10334061,1.0298,1.1633,116,1/7/2019,1/11/2019
SGLB,NASDAQ,0.0001,1.19,0.8383,147349,123523,0.0701,0.0817,817,1/7/2019,1/11/2019
SGMA,NASDAQ,0.01,25.4,3.9377,40528,159587,0.2065,0.2229,22,1/7/2019,1/11/2019
SGMO,NASDAQ,0.01,9.5,10.5248,1515414,15949429,0.2762,0.4817,48,1/7/2019,1/11/2019
SGMS,NASDAQ,0.01,4.91,20.385,1067431,21759581,0.6233,1.0055,101,1/7/2019,1/11/2019
SGOC,NASDAQ,0.01,99.02,1.0099,6716,6782,0.0417,0.0358,4,1/7/2019,1/11/2019
SGRP,NASDAQ,0.0001,1.05,0.9485,63533,60261,0.0335,0.0414,414,1/7/2019,1/11/2019
SGRY,NASDAQ,0.01,13.73,7.282,342607,2494864,0.2689,0.3957,40,1/7/2019,1/11/2019
SHBI,NASDAQ,0.01,6.36,15.7247,23235,365363,0.1874,0.2993,30,1/7/2019,1/11/2019
SHEN,NASDAQ,0.01,2.94,33.9873,138941,4722229,0.7523,1.0445,104,1/7/2019,1/11/2019
SHIP,NASDAQ,0.01,10.68,9.3619,32290,302296,0.4278,0.7051,71,1/7/2019,1/11/2019
SHLO,NASDAQ,0.01,22.92,4.3628,33447,145923,0.1209,0.2452,25,1/7/2019,1/11/2019
SHOO,NASDAQ,0.01,2.95,33.8476,654866,22165642,0.8967,0.9373,94,1/7/2019,1/11/2019
SHSP,NASDAQ,0.01,9.49,10.5362,88438,931800,0.4038,0.6221,62,1/7/2019,1/11/2019
SHV,NASDAQ,0.01,0.9,110.5686,2095064,231648293,0.0373,0.0522,5,1/7/2019,1/11/2019
SHY,NASDAQ,0.01,1.18,84.7752,2094963,177600907,0.0752,0.0829,8,1/7/2019,1/11/2019
SIBN,NASDAQ,0.01,5.42,18.4344,118980,2193325,0.394,0.745,74,1/7/2019,1/11/2019
SIC,NASDAQ,0.01,8.47,11.8035,145014,1711673,0.233,0.4494,45,1/7/2019,1/11/2019
SIEB,NASDAQ,0.01,10.1,9.9045,8094,80167,0.3985,0.4627,46,1/7/2019,1/11/2019
SIEN,NASDAQ,0.01,15.78,6.3367,830126,5260259,0.2896,0.4182,42,1/7/2019,1/11/2019
SIFY,NASDAQ,0.01,73.74,1.3562,39633,53750,0.0288,0.0522,5,1/7/2019,1/11/2019
SIGA,NASDAQ,0.01,18.49,5.4074,125812,680316,0.1133,0.2147,21,1/7/2019,1/11/2019
SIGI,NASDAQ,0.01,1.31,76.2762,372929,28445607,0.9861,1.4991,150,1/7/2019,1/11/2019
SILC,NASDAQ,0.01,3.18,31.4,27765,871821,0.7099,0.8897,89,1/7/2019,1/11/2019
SILK,NASDAQ,0.01,2.65,37.8006,300137,11345359,1.2921,2.0006,200,1/7/2019,1/11/2019
SIMO,NASDAQ,0.01,2.72,36.7071,330509,12132027,1.0416,1.1873,119,1/7/2019,1/11/2019
SINA,NASDAQ,0.01,2.46,40.6142,811937,32976172,1.0849,1.2736,127,1/7/2019,1/11/2019
SINO,NASDAQ,0.01,27.9,3.5843,4876,17477,0.1261,0.1942,19,1/7/2019,1/11/2019
SINT,NASDAQ,0.01,45.2,2.2125,2250008,4978143,0.1825,0.3277,33,1/7/2019,1/11/2019
SIRI,NASDAQ,0.01,16.08,6.2174,18977567,117991125,0.0727,0.1099,11,1/7/2019,1/11/2019
SIVB,NASDAQ,0.01,0.48,208.5044,518478,108104944,5.3104,6.2043,620,1/7/2019,1/11/2019
SKOR,NASDAQ,0.01,1.92,52.202,4973,259601,0.107,0.0625,6,1/7/2019,1/11/2019
SKYS,NASDAQ,0.01,75.25,1.3289,85826,114054,0.0605,0.1109,11,1/7/2019,1/11/2019
SKYW,NASDAQ,0.01,1.72,58.2331,191436,11147912,1.0284,1.5573,156,1/7/2019,1/11/2019
SKYY,NASDAQ,0.01,1.74,57.5244,225798,12988894,0.7211,0.9156,92,1/7/2019,1/11/2019
SLAB,NASDAQ,0.01,0.92,108.4151,279263,30276326,2.3148,2.9894,299,1/7/2019,1/11/2019
SLCT,NASDAQ,0.01,8.95,11.1776,37143,415170,0.1244,0.2285,23,1/7/2019,1/11/2019
SLDB,NASDAQ,0.01,11.76,8.5044,481123,4091662,0.546,0.7357,74,1/7/2019,1/11/2019
SLGG,NASDAQ,0.01,17.5,5.7155,46105,263513,0.2322,0.4388,44,1/7/2019,1/11/2019
SLGL,NASDAQ,0.01,11.42,8.7569,19212,168238,0.3032,0.3776,38,1/7/2019,1/11/2019
SLGN,NASDAQ,0.01,3.32,30.1542,402728,12143941,0.3529,0.5415,54,1/7/2019,1/11/2019
SLM,NASDAQ,0.01,11.27,8.873,3433777,30467903,0.2147,0.2794,28,1/7/2019,1/11/2019
SLMBP,NASDAQ,0.01,1.75,57.2823,10200,584279,0.281,0.4684,47,1/7/2019,1/11/2019
SLNO,NASDAQ,0.01,50.72,1.9715,46719,92107,0.1002,0.1566,16,1/7/2019,1/11/2019
SLP,NASDAQ,0.01,2.86,35.0258,156374,5477124,1.0953,1.5241,152,1/7/2019,1/11/2019
SLQD,NASDAQ,0.01,1.96,51.0165,122438,6246358,0.0496,0.063,6,1/7/2019,1/11/2019
SLRC,NASDAQ,0.01,4.88,20.5058,80010,1640669,0.1274,0.2091,21,1/7/2019,1/11/2019
